id,name,provider,rank,categories,imageUrl,localImage
"84","Sweet Bonanza Xmas","PP","84","Slots","https://cp-images.casinoplus.live/images/cpms/pp/mobile/vs20sbxmas.webp","images/PP__Sweet_Bonanza_Xmas__84.webp"
"85","Zeus Vs Hades - Gods Of War","","85","High Cash Rebate|Slots","https://cp-images.casinoplus.live/images/cpms/26-07/3031_vs15godsofwar_h5_260701201732.webp","images/unknown__Zeus_Vs_Hades_-_Gods_Of_War__85.webp"
"86","Sweet Bonanza","PP","86","Slots","https://cp-images.casinoplus.live/images/cpms/pp/mobile/vs20fruitsw.webp","images/PP__Sweet_Bonanza__86.webp"
"87","Magic Ace Wild Lock","JDB","87","Slots","https://cp-images.casinoplus.live/images/cpms/jdb/mobile/0_14093.webp","images/JDB__Magic_Ace_Wild_Lock__87.webp"
"88","Golden Aztec Mega","","88","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3089/h5/1037.webp","images/unknown__Golden_Aztec_Mega__88.webp"
"89","Sugar Crush","","89","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3089/h5/1039.webp","images/unknown__Sugar_Crush__89.webp"
"90","Vampire","","90","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3081/PSS-ON-00059.webp","images/unknown__Vampire__90.webp"
"91","Super Awesome","","91","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3081/PSS-ON-00127.webp","images/unknown__Super_Awesome__91.webp"
"92","Minesweeper","KM","92","Slots","https://cp-images.casinoplus.live/images/cpms/km/mobile/Minesweeper.webp","images/KM__Minesweeper__92.webp"
"93","Colour Game","KM","93","Slots","https://cp-images.casinoplus.live/images/cpms/km/mobile/Color_Game.webp","images/KM__Colour_Game__93.webp"
"94","Brawler","PLAYTECH","94","Slots","https://cp-images.casinoplus.live/images/cpms/PT/mobile/pop_9d921557_qsp.webp","images/PLAYTECH__Brawler__94.webp"
"95","Super Color","","95","High Cash Rebate|Slots","https://cp-images.casinoplus.live/images/cpms/26-07/3033_6003_h5_260701203302.webp","images/unknown__Super_Color__95.webp"
"96","Malakas at Maganda","","97","High Cash Rebate|Slots","https://cp-images.casinoplus.live/images/cpms/26-07/3050_zhumeng002_h5_260701193228.webp","images/unknown__Malakas_at_Maganda__96.webp"
